,ldate,retP_rank_longonly,retP_rank_longshort,retP_vw_P1,retP_vw_P2,retP_vw_P3,retP_vw_P4,retP_vw_P5,retF_vw
35,2016-12-01,0.013807994920427929,-0.008981635416957255,0.024006027336788548,0.016767198783634404,0.013151136026643443,0.007833579015808894,0.015228737291116403,-0.008777290045672145
36,2017-01-01,0.013331859878475698,-0.009665446141901811,-0.002639984801665401,0.027294964489925553,0.02062145129341505,0.03281346692338673,0.030807311160607316,0.033447295962272715
37,2017-02-01,0.022957371882133308,0.024259671701484926,0.00977521253090176,0.015011593038548621,0.03810092376465448,0.03275014848538552,0.06132119249772807,0.05154597996682631
38,2017-03-01,0.010681606034689239,-0.003207379624345424,-0.011773104714916275,0.002247899793006471,0.0009436581933528016,0.0043839428600751604,0.010056854695053024,0.021829959409969298
39,2017-04-01,0.01318794624415084,0.023615100382323402,-0.008139461991358374,-0.0014289329801162884,0.013399362295617898,0.018762531162346885,0.0162779565985514,0.024417418589909774
40,2017-05-01,-0.011911311834351951,0.02001050561257693,-0.00013459019192300415,0.00943722032925686,0.006029680023541159,0.02868054075262994,0.034313259946822106,0.03444785013874511
41,2017-06-01,0.03910585545776747,0.008795148279717103,-0.001497020156405981,-0.01266549454634624,0.003849489107265865,0.008601583114373666,-0.000668157281372682,0.000828862875033299
42,2017-07-01,0.004122093908791686,0.0012882677919503972,0.02092481236390774,0.013293520247080347,-0.001274890879469923,0.0014695369521931134,0.032132920718137135,0.011208108354229394
43,2017-08-01,-0.00793885592892099,0.0058397295268990375,-0.0017566359869336829,-0.012499639549100425,-0.003564434908376339,0.011747870409674956,0.018697132486763926,0.02045376847369761
44,2017-09-01,0.06335574204514562,-0.010168789273533247,0.04188152853615588,0.03124260609300245,0.029294274851516235,0.02792182248071283,0.009122611555517588,-0.03275891698063829
45,2017-10-01,0.006720899466933177,0.003087389366332619,0.01683517856766791,0.01926689406165297,-0.005335647238711626,0.021907314524484342,0.027500033156237186,0.010664854588569278
46,2017-11-01,0.0331142767056516,0.0017000228088075754,0.02935648574006666,0.03313180485611354,0.021888881152348612,0.026812837015994132,0.03274444229911941,0.0033879565590527495
47,2017-12-01,-0.002680592118751936,-0.019522429909504917,0.00916252748110912,0.007272471828975397,0.011915022780417731,0.003846329156346108,0.006492891420707036,-0.002669636060402084
48,2018-01-01,0.03679050955432755,0.025859884708357938,0.022231609615378903,0.03496455717317766,0.030413648162583365,0.04903812308747469,0.06893596346900416,0.04670435385362526
49,2018-02-01,-0.027875749413148018,0.040952302843071685,-0.07413726160187212,-0.06104358701052865,-0.04019243339582265,-0.04039397545760569,-0.01115765756539276,0.06297960403647936
50,2018-03-01,0.008017589365253281,-0.010749924013511457,0.008124013907069731,-0.017282463540467672,-4.0267911339191645e-05,-0.0223681392266888,-0.027898403555817682,-0.03602241746288741
51,2018-04-01,0.01076850903779296,-0.009214071336023897,0.03692464066004945,-0.014651588664403574,0.0022547446127955365,-0.014727235147125277,0.001514325238651401,-0.035410315421398046
52,2018-05-01,0.05394679442930977,-0.018597298933987132,0.024777223629870695,0.03135256025480589,0.03328658069381852,0.018805830431429974,0.043381911299978024,0.01860468767010733
53,2018-06-01,0.01415241095999826,0.006875358155629269,0.0017459726703501456,0.00038191567821500643,-0.004775128055780726,0.007348098775593817,0.011092304797489062,0.009346332127138916
54,2018-07-01,0.012538077540932889,-0.0016181259606601497,0.02501625135029939,0.017546538585011078,0.042749983209488696,0.04278314005113151,0.021351823780553305,-0.003664427569746085
55,2018-08-01,0.04736051905507354,0.033539155965806644,-0.002802496653328828,0.0013101759567418641,0.022789788656546746,0.03503776747483223,0.07149657879500236,0.07429907544833118
56,2018-09-01,-0.0188199724319732,-0.0009415257605989092,0.012449370958927158,-0.0035019761100211766,0.006541186644350385,0.005560050919134528,0.0021032891205621383,-0.01034608183836502
57,2018-10-01,-0.10869359510572636,0.011031331895254777,-0.0775867106218775,-0.08907534600672394,-0.06603732575824489,-0.06851037085475088,-0.08549273876390433,-0.00790602814202683
58,2018-11-01,0.010750536148020165,0.021396370869123403,0.01583115729134051,0.025336565914082013,0.036034744085910446,0.039798761919909074,-0.02355851484986654,-0.03938967214120705
59,2018-12-01,-0.12121333376356239,0.022216590089495045,-0.09805273316484213,-0.09034912111480355,-0.08749743228312044,-0.09195837094808836,-0.09424535886393291,0.0038073743009092165
60,2019-01-01,0.123480531998217,-0.015040060960261984,0.0760803755423882,0.09824434528435434,0.07262017111521962,0.06514844322545794,0.09597475465249503,0.01989437911010683
61,2019-02-01,0.061750192224849995,0.02483465814466812,0.026933581574753153,0.03505591640884428,0.05400232314725449,0.04734018760594817,0.0415944552883156,0.01466087371356245
62,2019-03-01,-0.020541589231225673,-0.008280451516488829,0.01429618380677802,0.01784053566265757,0.005145885480247461,0.01263916406693886,0.02202689393330188,0.007730710126523859
63,2019-04-01,0.031590320988896345,0.010210872584577662,0.01648084248593619,0.03821075754983964,0.0057643440456488625,0.02893647670563075,0.04865520664819142,0.03217436416225523
64,2019-05-01,-0.07908846367447003,0.034692466383838695,-0.0839928880609137,-0.0893332762207835,-0.054867017755329955,-0.06243089014581975,-0.07161785552055853,0.012375032540355171
65,2019-06-01,0.06709239702933983,-0.020078758161624802,0.0789173099524346,0.09431188424150533,0.07788721021040816,0.06891924149671765,0.07424780244929607,-0.00466950750313852
66,2019-07-01,0.002453715222816491,0.018900178182213474,-0.014079846553898625,0.01556423559931189,0.0026791010113152687,-0.003874783158495075,0.03324090970038044,0.04732075625427906
67,2019-08-01,-0.05454371393390206,-0.001961649848424183,-0.030010225441284632,-0.019990537316918865,-0.03593528855270754,-0.007709521228322076,-0.023258682750324184,0.006751542690960448
68,2019-09-01,0.024222737411197036,-0.02672356958705692,0.03290096550889551,0.01785329368747713,0.005388388673362828,0.006107376762543301,0.00861767387367332,-0.024283291635222193
69,2019-10-01,0.014642272234144074,0.017665433442625236,-0.008770521473556848,0.01021671362540286,0.03889819308219582,0.014555890918232216,0.03472243112307461,0.04349295259663146
70,2019-11-01,0.050125286978496636,0.01987421445902743,0.010082654231370811,0.03348458330893857,0.0557049144209086,0.03736736155616967,0.05237557962509261,0.0422929253937218
71,2019-12-01,0.03589019664335022,-0.04363509948885869,0.03923211603748388,0.04021525194952005,0.02346661629631596,0.025613680406590823,0.03445006026574913,-0.004782055771734753
72,2020-01-01,-0.020121016451174246,0.05405147933013724,-0.04095686857381471,-0.03169371794497118,-0.0011077884226289181,-0.010223084054119333,0.018221594479816063,0.059178463053630774
73,2020-02-01,-0.07561984746988343,0.012025513861047128,-0.11491812089748704,-0.08635601330648147,-0.08401184962898445,-0.0709382161276355,-0.07099555452694573,0.043922566370541316
74,2020-03-01,-0.2235705481064799,0.026596388112375448,-0.2018034738041033,-0.17945107726368112,-0.12380421447933866,-0.12192556145152038,-0.12166894715457582,0.08013452664952747
75,2020-04-01,0.18776206610321278,-0.08104985925308636,0.13177850021658416,0.15160182332148056,0.13980586611702361,0.1365882730186203,0.1394986694309287,0.007720169214344541
76,2020-05-01,0.07966769408289126,-0.003105564610834197,0.025281646009750507,0.06972255045811242,0.060628529327848485,0.0563492862209219,0.08127876491544651,0.055997118905696
77,2020-06-01,0.05502789747704709,0.005395613694821386,-0.011633297346489886,0.03035438317936872,0.004139747718398696,0.010333934622178135,0.045106274778381444,0.05673957212487133
78,2020-07-01,0.03257762883268395,-0.038131545374771064,0.047211992831275786,0.04852604104946421,0.07307786458814441,0.056751031191647316,0.06905092498762863,0.021838932156352846
79,2020-08-01,0.059114842570497844,0.0027360037364911665,0.02998989404069502,0.0629115353017363,0.09934047632850874,0.06410548766011834,0.1084039967791881,0.07841410273849309
80,2020-09-01,-0.03675746868708734,-0.006610266559668835,-0.034510599506812775,-0.02418139367714874,-0.023458861175635105,-0.023986146145109143,-0.04939024948238245,-0.014879649975569675
81,2020-10-01,0.022296423515017292,0.030190141914899223,-0.004948036041193405,-0.0026864313755214525,-0.03153728345952836,-0.019694291705037056,-0.027414105690879167,-0.022466069649685762
82,2020-11-01,0.20365295318232257,-0.01850359564356961,0.12787177644656736,0.1459485517764152,0.1605860664030122,0.11706482970359133,0.12407796830539476,-0.003793808141172597
83,2020-12-01,0.08260076553787388,-0.0015279905765529134,0.026246987838631032,0.045004337712138964,0.06976647583052946,0.03806623491307899,0.06767671830582127,0.041429730467190236
84,2021-01-01,0.08184137247380525,-0.04323873458858087,-0.010635685632290632,0.0012780777206958163,0.037091445381533986,0.011242506850749472,-0.019776877299704263,-0.009141191667413631
85,2021-02-01,0.0855677189105423,-0.02595894664298979,0.07563397962067722,0.04732831058389121,-0.002412299247884858,0.016418829416387677,0.02657751349741712,-0.049056466123260103
86,2021-03-01,0.017084425684142146,-0.010090825071943386,0.07415282035133589,0.04612103239365008,0.014862214145464498,0.024220492651720413,0.010227039316745234,-0.06392578103459065
87,2021-04-01,0.020659644935419785,0.007720078775298161,0.04160822749370243,0.026167775095692677,0.042401711286452225,0.030359960765858764,0.06390906147596613,0.0223008339822637
88,2021-05-01,0.014510318016869679,-0.03131208342150027,0.03848097690158353,0.021276116007656283,-0.019565368750870192,0.00883101124348667,-0.007490383648291986,-0.045971360549875516
89,2021-06-01,0.028013573549497617,0.011912702349909864,-0.019418225670609624,-0.004314222571687078,0.028450218027924426,0.027521504594944984,0.056908095279343054,0.07632632094995268
90,2021-07-01,-0.02574498839063842,0.02292209772760762,-0.011071283792989526,-0.007443860618241405,0.024304203464758346,0.01953090307988972,0.029730098534035312,0.040801382327024835
91,2021-08-01,0.025008387493616217,0.011574490039105146,0.008930356411557563,0.014212608296870233,0.02944532940525246,0.021581721679137765,0.03376106691438638,0.024830710502828816
92,2021-09-01,-0.034913244062233006,-0.011192969154119945,-0.011571474679888514,-0.046106517001179854,-0.030863014795631596,-0.05486975160657141,-0.05145374870149913,-0.03988227402161062
93,2021-10-01,0.03548766001499589,0.0075967883519743595,0.07681254238103856,0.042537604349236584,0.10549536779832763,0.04401337421589473,0.07408296749638558,-0.0027295748846529744
94,2021-11-01,-0.05412592846630673,0.0033173892964323574,-0.03794795526694879,-0.02195314863120018,-0.01711275818317273,-0.02400461146986301,0.011349090321657112,0.0492970455886059
95,2021-12-01,0.013300981505825378,-0.01516010421448233,0.06749854319263021,0.04863982376343838,0.02113323115251463,0.05039152315691791,0.03254735149962664,-0.03495119169300357
96,2022-01-01,-0.08870015384134701,-0.020466197821128893,0.026360610163890803,-0.07014398147784112,-0.10252606809761605,-0.07605309916081224,-0.07052871101987675,-0.09688932118376756
97,2022-02-01,-0.014238695642753884,-0.05576803916357352,0.03446088965109134,-0.008218394711785938,-0.03030246937697588,-0.023099146475361095,-0.04004046075472821,-0.07450135040581955
98,2022-03-01,0.006382214014809267,-0.05816831089430119,0.09395209901270685,0.013632557694043763,0.07115561958974381,0.020271059184685167,0.03196475311275559,-0.06198734589995126
99,2022-04-01,-0.11957279002070971,-0.03492465354067294,-0.03503586540762492,-0.06381009011208714,-0.10136422743467632,-0.0784860074888178,-0.1178927260311244,-0.08285686062349948
100,2022-05-01,-0.02180805426612497,-0.035107058227688705,0.05025077638830743,0.011801389210526876,-0.024636669814706087,0.0002476902327375524,-0.02250646313333324,-0.07275723952164068
101,2022-06-01,-0.07101097787210882,0.03305427332653943,-0.13391888394027632,-0.09504303003309919,-0.06287071437602582,-0.06610778666473147,-0.08182601273966102,0.0520928712006153
102,2022-07-01,0.09166067380511683,-0.016265484826260678,0.08946484821008381,0.08675075840846425,0.07630655142408312,0.09855262891085356,0.11806763095533396,0.028602782745250147
103,2022-08-01,-0.01599586392670434,-0.013039948026879933,-0.0012173408637902595,-0.041279824983277626,-0.04897463360071742,-0.04251002942488928,-0.04611948180081463,-0.04490214093702437
104,2022-09-01,-0.1073880813758996,0.0191856295985793,-0.09634887977561167,-0.10909899010167459,-0.07349341442420386,-0.05942628480627368,-0.10761225164088255,-0.011263371865270877
105,2022-10-01,0.08322312465443259,-0.023502290636702127,0.1291638171550251,0.10183291932237312,0.10168645406926649,0.062164947220636785,0.09698079638605502,-0.032183020768970075
106,2022-11-01,0.02613261584550616,-0.000897588948688696,0.056759319140184956,0.07320745366358163,0.07069589040747079,0.028897762362058377,0.0427226082586393,-0.014036710881545657
107,2022-12-01,-0.058419880053842355,-0.006002684466182973,-0.03987265398734406,-0.05151300523626891,-0.023949675180851664,-0.06752342743968955,-0.0751299917949834,-0.035257337807639344
108,2023-01-01,0.14880621190169974,0.0026919469074333058,0.043334190974667,0.06863384323962123,0.05475100862859939,0.05470952164469634,0.09835797020809856,0.055023779233431554
109,2023-02-01,-0.030635147201789618,0.005889668020074456,-0.04357165811663703,-0.018094347796455867,-0.04016619580084544,-0.01338459215502364,-0.015999517110487704,0.02757214100614933
110,2023-03-01,-0.0577921161931727,-0.02435843242384208,0.005906781732771319,0.020774500405173466,0.007737400614420817,0.02576723483142208,0.048096235813738966,0.04218945408096765
111,2023-04-01,-0.022699590444134807,-0.01306445849101891,0.018599835472162936,-0.007918732119217765,0.03667791694714349,-0.025992858234692426,0.009836584749495865,-0.00876325072266707
112,2023-05-01,0.007666971010771525,0.0259141615140789,-0.06843472042883457,-0.034881199006555154,-0.051653477089915786,0.018225721591396328,0.02259314207622532,0.0910278625050599
113,2023-06-01,0.06969151006908345,-0.014211712123185014,0.06841872997781337,0.0890957652776336,0.0814772812834606,0.08522283556304878,0.06435124668718727,-0.004067483290626103
114,2023-07-01,0.07252673841730645,0.019819709690430915,0.04842741261405802,0.040124115144262465,0.008312048060060773,0.029530938297761045,0.03940566672104778,-0.00902174589301024
115,2023-08-01,-0.062035075730522506,0.003053518739919297,-0.0209473610390624,-0.03255799521274027,-0.030339116713138613,-0.005404161872987284,-0.023163620453311162,-0.002216259414248762
116,2023-09-01,-0.07205146187206307,-0.0049409889523809895,-0.013555552113303341,-0.0466724728201651,-0.05717128624443615,-0.04892318829682442,-0.05743719382949449,-0.04388164171619115
117,2023-10-01,-0.0810924679478559,0.012187127030393824,-0.04291592133163571,-0.05423651014264929,-0.060360821600130204,-0.06786124346578329,-0.013380842650086083,0.029535078681549625
118,2023-11-01,0.10707527755442087,0.03994657109665497,0.043210953723295864,0.09232586129960825,0.08622133969063844,0.09210658114399482,0.10531060169111627,0.0620996479678204
119,2023-12-01,0.14499089397054277,0.04035722737776391,0.02799011963982242,0.08211334170834501,0.08431631160011449,0.05206214783390274,0.05185435517080005,0.02386423553097763
120,2024-01-01,-0.03505690910560193,0.0021968117118965507,-0.004130567981189798,-0.04608968321309702,0.00444874339954206,-0.019286390547902058,0.011803728287570444,0.015934296268760244
121,2024-02-01,-0.0021314758452631163,-0.05786723616932119,,0.039520513695065006,-0.038822351283848956,,,
